Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;
28.10.24;00:11:51;1;0;0.1608;0.1911;0.2732;0.2893;0.2102;0.1994;0.2322;0.2028;0.2038;0.2678;0.2302;0.2195;0.1989;0.1838;0.1779;0.2972;0.3524;0.3558;0.3827;0.3094;0.3182;0.3348;0.2864;0.3656;0.3739;0.3485;0.3162;0.3055;0.3436;0.3206;0.459;0.458;0.232;0.244;0.321;0.373;0.307;0.292;0.443;0.284;0.339;0.306;0.349;0.465;0.445;
