Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;
28.10.24;00:18:30;1;0;0.2473;0.2356;0.1398;0.1647;0.2082;0.2263;0.1662;0.1608;0.1828;0.1848;0.2067;0.1740;0.1755;0.1510;0.1520;0.1496;0.2732;0.2576;0.1476;0.1725;0.2141;0.2307;0.1755;0.1730;0.2004;0.2019;0.2419;0.1916;0.2043;0.1740;0.1833;0.1716;0.095;0.085;0.053;0.045;0.027;0.019;0.053;0.071;0.088;0.085;0.145;0.092;0.141;0.132;0.171;0.128;
