Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
05.12.22;23:40:15;1;0;0.1193;0.1075;0.1114;0.0997;0.1026;0.1051;0.1217;0.1041;0.1124;0.0997;0.1452;0.1134;0.2757;0.2600;0.2493;0.2336;0.2458;0.2532;0.2830;0.2370;0.2527;0.2234;0.3240;0.2669;0.567;0.586;0.553;0.573;0.583;0.585;0.570;0.561;0.555;0.554;0.552;0.575;
05.12.22;23:41:04;2;0;0.0078;0.0034;0.0083;0.0039;0.0034;0.0049;0.0406;0.0039;0.0024;0.0039;0.0034;0.0039;0.0127;0.0054;0.0142;0.0068;0.0054;0.0088;0.0855;0.0064;0.0039;0.0064;0.0044;0.0059;0.000;0.000;0.000;0.000;0.000;0.000;0.526;0.000;0.000;0.000;0.000;0.000;
