Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;
07.12.22;23:00:11;1;0;0.1109;0.0938;0.1153;0.1012;0.1007;0.0973;0.1173;0.0934;0.0958;0.0762;0.1173;0.0973;0.1178;0.0938;0.3167;0.2771;0.3260;0.2923;0.2845;0.2688;0.3627;0.2874;0.2742;0.2229;0.3480;0.2913;0.3421;0.2722;0.650;0.661;0.646;0.654;0.646;0.638;0.677;0.675;0.651;0.658;0.663;0.666;0.656;0.655;
07.12.22;23:02:57;2;0;0.0083;0.0513;0.0078;0.0117;0.0122;0.0034;0.0024;0.1065;0.0283;0.0068;0.0054;0.1129;0.0029;0.0064;0.0191;0.1403;0.0171;0.0220;0.0327;0.0088;0.0049;0.2942;0.0547;0.0127;0.0112;0.3157;0.0059;0.0122;0.000;0.634;0.000;0.467;0.627;0.000;0.000;0.638;0.482;0.000;0.000;0.642;0.000;0.000;
