Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
06.12.22;23:05:15;1;0;0.1662;0.1535;0.1667;0.1813;0.1359;0.1457;0.1764;0.1764;0.1618;0.1701;0.1623;0.1525;0.2449;0.2336;0.2287;0.2517;0.2263;0.2478;0.2454;0.2439;0.2356;0.2395;0.2400;0.2263;0.321;0.343;0.271;0.280;0.400;0.412;0.281;0.277;0.313;0.290;0.324;0.326;
