Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;
28.10.24;00:13:12;1;0;0.1975;0.2204;0.2131;0.1960;0.2473;0.2033;0.2165;0.2146;0.2195;0.2063;0.2019;0.2004;0.1950;0.1989;0.1774;0.3969;0.4418;0.3793;0.3847;0.4765;0.4267;0.4506;0.4262;0.4409;0.4154;0.3998;0.3768;0.3793;0.3597;0.3236;0.502;0.501;0.438;0.490;0.481;0.523;0.520;0.497;0.502;0.504;0.495;0.468;0.486;0.447;0.452;
